instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,total_rentals_hour,instant_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,total_rentals_day
10398,2012-03-14,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10399,2012-03-14,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10400,2012-03-14,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10403,2012-03-14,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10404,2012-03-14,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10406,2012-03-14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10407,2012-03-14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10408,2012-03-14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10412,2012-03-14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10413,2012-03-14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,439,0.5725,0.548617,0.507083,0.115062,997,5315,6312
10414,2012-03-15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10415,2012-03-15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10417,2012-03-15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10418,2012-03-15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10420,2012-03-15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10421,2012-03-15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10422,2012-03-15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10424,2012-03-15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10429,2012-03-15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10430,2012-03-15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10431,2012-03-15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10432,2012-03-15,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10436,2012-03-15,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,440,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
10439,2012-03-16,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10440,2012-03-16,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10442,2012-03-16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10443,2012-03-16,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10445,2012-03-16,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10446,2012-03-16,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10448,2012-03-16,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10451,2012-03-16,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10452,2012-03-16,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10457,2012-03-16,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10459,2012-03-16,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10460,2012-03-16,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10461,2012-03-16,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,441,0.435833,0.436229,0.842083,0.113192,548,3830,4378
10462,2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10463,2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10464,2012-03-17,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10465,2012-03-17,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10466,2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10467,2012-03-17,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10468,2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10469,2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10470,2012-03-17,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10471,2012-03-17,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10472,2012-03-17,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10473,2012-03-17,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,442,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
10488,2012-03-18,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10489,2012-03-18,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10491,2012-03-18,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10492,2012-03-18,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10494,2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10495,2012-03-18,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10496,2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10497,2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10498,2012-03-18,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10499,2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10500,2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,443,0.4725,0.464,0.81,0.126883,2207,3685,5892
10510,2012-03-19,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10511,2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10512,2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10514,2012-03-19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10515,2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10516,2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10517,2012-03-19,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10518,2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10519,2012-03-19,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10520,2012-03-19,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10521,2012-03-19,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10522,2012-03-19,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10523,2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10525,2012-03-19,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10526,2012-03-19,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10527,2012-03-19,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10528,2012-03-19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10529,2012-03-19,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10530,2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10531,2012-03-19,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,444,0.545,0.532821,0.72875,0.162317,982,5171,6153
10535,2012-03-20,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,6,9,15,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10536,2012-03-20,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10544,2012-03-20,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10545,2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10546,2012-03-20,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10547,2012-03-20,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10550,2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10551,2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10552,2012-03-20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10553,2012-03-20,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10554,2012-03-20,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10555,2012-03-20,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,38,239,277,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10556,2012-03-20,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,32,156,188,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10557,2012-03-20,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0,10,80,90,445,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
10561,2012-03-21,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10562,2012-03-21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10563,2012-03-21,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10564,2012-03-21,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10567,2012-03-21,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10568,2012-03-21,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10569,2012-03-21,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10570,2012-03-21,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,58,171,229,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10571,2012-03-21,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,81,222,303,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10572,2012-03-21,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,74,151,225,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10573,2012-03-21,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,68,175,243,446,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230
10582,2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10583,2012-03-22,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10584,2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10585,2012-03-22,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10595,2012-03-22,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10596,2012-03-22,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10597,2012-03-22,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10598,2012-03-22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10599,2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10600,2012-03-22,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,801,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10601,2012-03-22,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,117,469,586,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10602,2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10603,2012-03-22,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,374,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10604,2012-03-22,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,220,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10605,2012-03-22,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151,447,0.554167,0.531567,0.83125,0.117562,1334,5537,6871
10610,2012-03-23,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,3,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10611,2012-03-23,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,5,29,34,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10612,2012-03-23,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,6,110,116,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10613,2012-03-23,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,346,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10614,2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10615,2012-03-23,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,380,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10616,2012-03-23,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,275,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10617,2012-03-23,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,318,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10618,2012-03-23,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,471,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10619,2012-03-23,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,172,256,428,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10620,2012-03-23,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10621,2012-03-23,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10622,2012-03-23,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10623,2012-03-23,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957,448,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
10635,2012-03-24,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10636,2012-03-24,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10637,2012-03-24,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10638,2012-03-24,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10639,2012-03-24,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10640,2012-03-24,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10641,2012-03-24,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10653,2012-03-24,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105,449,0.5025,0.486733,0.885417,0.192783,1033,2339,3372
10654,2012-03-25,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10655,2012-03-25,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,24,65,89,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10658,2012-03-25,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10659,2012-03-25,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,6,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10660,2012-03-25,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,5,13,18,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10661,2012-03-25,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10662,2012-03-25,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10663,2012-03-25,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10664,2012-03-25,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10665,2012-03-25,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10666,2012-03-25,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10667,2012-03-25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10668,2012-03-25,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10669,2012-03-25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421,450,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
10679,2012-03-26,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28,451,0.445833,0.43875,0.477917,0.386821,795,4763,5558
